id,scrape_id,last_scraped,source,name,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_location,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
862090827683001395,20241214212418,2024-12-15,city scrape,Casa Vileta,133518187,Jasmina,2017-06-05,"Palma, Spain",within an hour,100%,99%,f,54,106,"['email', 'phone', 'work_email']",t,t,,Palma de Mallorca,,39.59564,2.61863,Entire home,Entire home/apt,4,1.5,2,2,$175.00,t,17,47,70,325,2024-12-15,1,1,0,2024-09-30,2024-09-30,4,5,5,5,4,4,4,t,52
862107384492683272,20241214212418,2024-12-15,city scrape,"""NEW"" Casa Odetta - Pollenca, Mallorca",97222654,Best Holiday Homes Limited,2016-09-29,,within a day,75%,80%,f,491,1067,"['email', 'phone']",t,t,"Pollença, Balearic Islands, Spain",Pollença,,39.85871,3.05139,Entire villa,Entire home/apt,4,2,2,3,$132.00,t,0,0,0,190,2024-12-15,2,2,0,2024-06-08,2024-10-03,5,4.5,5,5,4,4,4.5,f,239
862132343315139976,20241214212418,2024-12-15,city scrape,Villa Nelly,73938772,Nela,2016-05-25,"Alcúdia, Spain",within an hour,100%,100%,f,2,3,"['email', 'phone', 'work_email']",t,t,"Alcúdia, Illes Balears, Spain",Alcúdia,,39.83183654,3.109910518,Entire home,Entire home/apt,6,2.5,4,6,$135.00,t,22,35,62,130,2024-12-15,10,5,0,2023-06-14,2024-09-29,4.7,4.7,4.6,5,5,4.3,4.4,t,2
862135068667965845,20241214212418,2024-12-15,city scrape,Villa Sa Marina,73938772,Nela,2016-05-25,"Alcúdia, Spain",within an hour,100%,100%,f,2,3,"['email', 'phone', 'work_email']",t,t,"Alcúdia, Illes Balears, Spain",Alcúdia,,39.85547187,3.107371527,Entire home,Entire home/apt,10,3,5,10,$195.00,t,16,46,53,67,2024-12-15,23,19,1,2023-07-24,2024-11-29,4.78,4.83,4.43,4.96,4.87,4.61,4.61,t,2
862146962610634498,20241214212418,2024-12-15,city scrape,Sea life villa,508495207,Isabel,2023-04-04,,within a few hours,100%,97%,t,1,1,"['email', 'phone']",f,t,,Alcúdia,,39.86463,3.13999,Entire chalet,Entire home/apt,6,3,4,6,$150.00,t,17,47,77,279,2024-12-15,28,23,1,2023-04-15,2024-11-18,4.89,4.93,4.52,4.96,4.89,4.93,4.75,f,1
862188078079452326,20241214212418,2024-12-15,city scrape,Sa Torre,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Llucmajor,,39.4367651,2.7507221,Entire villa,Entire home/apt,10,3,5,9,$349.00,t,30,60,90,344,2024-12-15,5,4,0,2023-10-22,2024-10-27,4.6,4.6,4.6,5,5,4.4,4.2,t,83
837561763710894846,20241214212418,2024-12-15,previous scrape,"""NEW"" Villa Bartomeo - Centre Mallorca",97222654,Best Holiday Homes Limited,2016-09-29,,within a day,75%,80%,f,491,1067,"['email', 'phone']",t,t,"Consell, Illes Balears, Spain",Consell,,39.66958,2.80989,Entire villa,Entire home/apt,6,,3,,,t,0,0,0,0,2024-12-15,0,0,0,,,,,,,,,,f,239
862271975338610767,20241214212418,2024-12-15,city scrape,Can Rich - Mallorca,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Sant Llorenç des Cardassar,,39.63019222,3.300316095,Entire villa,Entire home/apt,6,2,3,5,$164.00,t,29,59,89,364,2024-12-15,1,0,0,2023-07-20,2023-07-20,5,4,4,4,5,5,5,t,83
862396088235070763,20241214212418,2024-12-15,city scrape,"Apt. I ""Caracola"" Sea views of Cabrera",213706945,Malena,2018-09-05,"Palma, Spain",within an hour,100%,95%,t,3,4,"['email', 'phone']",t,t,"Colònia de Sant Jordi, Illes Balears, Spain",Ses Salines,,39.3158748,2.9900401,Entire rental unit,Entire home/apt,4,1,2,4,$106.00,t,18,48,78,316,2024-12-15,24,19,0,2023-05-27,2024-10-25,4.96,4.92,4.92,4.96,5,4.96,4.75,f,3
862396095601762278,20241214212418,2024-12-15,city scrape,Sa Tenassa  3 Estrella,213706945,Malena,2018-09-05,"Palma, Spain",within an hour,100%,95%,t,3,4,"['email', 'phone']",t,t,"Colònia de Sant Jordi, Illes Balears, Spain",Ses Salines,,39.3158748,2.9900401,Entire serviced apartment,Entire home/apt,4,1,2,3,$80.00,t,22,43,72,324,2024-12-15,32,18,2,2023-05-07,2024-11-30,4.91,4.84,4.72,4.75,4.94,4.91,4.63,f,3
862729912632476431,20241214212418,2024-12-15,city scrape,Villa Es Figueral,450895743,Antonia,2022-03-23,,within a day,100%,100%,f,3,4,['phone'],t,f,,Campos,,39.4262136,3.0375914,Entire home,Entire home/apt,12,6,10,18,"$1,210.00",t,19,45,71,199,2024-12-15,1,1,0,2024-08-16,2024-08-16,5,5,5,5,5,5,5,f,3
862785745228721530,20241214212418,2024-12-15,city scrape,Suite Deluxe,507640703,ATRIUM Suites,2023-03-29,,within an hour,100%,100%,t,3,3,"['email', 'phone']",t,t,,Porreres,,39.51614,3.02121,Room in hotel,Private room,2,1,1,1,$137.00,t,7,7,7,7,2024-12-15,1,0,0,2023-05-07,2023-05-07,5,5,5,5,5,5,5,t,3
862786469637009142,20241214212418,2024-12-15,previous scrape,Suite Standard,507640703,ATRIUM Suites,2023-03-29,,within an hour,100%,100%,t,3,3,"['email', 'phone']",t,t,,Porreres,,39.51447,3.02176,Room in hotel,Private room,2,,1,,,t,0,0,0,0,2024-12-15,32,13,0,2023-04-24,2024-09-20,4.88,4.91,4.91,5,5,4.63,4.72,t,3
862790704530963866,20241214212418,2024-12-15,city scrape,Großzügige Villa Vallgornera in ruhiger Lage,45891144,Oliver,2015-10-06,"Torrent de Cala Pi, Spain",within a day,100%,97%,t,6,8,"['email', 'phone']",t,t,"Vallgornera, Illes Balears, Spain",Llucmajor,,39.365492,2.866335,Entire home,Entire home/apt,8,3,4,4,$425.00,t,27,57,87,210,2024-12-15,9,5,0,2023-05-26,2024-09-07,5,5,5,5,5,4.67,5,f,6
862811774757810202,20241214212418,2024-12-15,previous scrape,barco Completo por dia,380311708,Lucas,2020-12-15,"Palma, Spain",a few days or more,0%,88%,f,1,1,"['email', 'phone']",t,t,,Palma de Mallorca,,39.56816,2.64276,Boat,Entire home/apt,8,,3,,,t,0,0,0,0,2024-12-15,11,4,0,2023-07-28,2024-02-18,4.45,4.82,4.64,4.91,4.91,4.73,4.36,f,1
862814120543482325,20241214212418,2024-12-15,city scrape,Can Rapado,423136884,Holidayfincas-Sineu S.L.,2021-09-15,,within an hour,90%,99%,f,48,65,"['email', 'phone']",t,t,"Petra, Illes Balears, Spain",Petra,,39.61489,3.11037,Entire home,Entire home/apt,4,2,2,2,$224.00,t,0,0,0,97,2024-12-15,1,0,0,2023-08-22,2023-08-22,5,5,5,5,5,5,5,t,48
862845853584312008,20241214212418,2024-12-15,city scrape,Paradise 88,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Calvià,,39.49291,2.49504,Entire villa,Entire home/apt,10,2,5,9,$813.00,t,17,47,77,325,2024-12-15,5,5,0,2024-06-02,2024-09-20,4.2,4.6,4,4.8,4.8,4,3.8,t,803
857889540162252515,20241214212418,2024-12-15,city scrape,Gran Sol Family 7,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Felanitx,,39.3818779,3.2401948,Entire rental unit,Entire home/apt,6,1,2,6,$150.00,t,29,59,89,364,2024-12-15,2,1,0,2023-07-01,2024-06-10,4.5,5,4,5,4,4.5,4.5,t,83
857890356280604228,20241214212418,2024-12-15,city scrape,Gran Sol Family 8,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Felanitx,,39.3818779,3.2401948,Entire rental unit,Entire home/apt,6,1,2,6,$150.00,t,29,59,89,364,2024-12-15,14,11,0,2023-07-23,2024-10-16,4.21,4.57,4.43,4.43,4.29,4.5,4.29,t,83
857896431909445407,20241214212418,2024-12-15,city scrape,Only Adults App Osten Mallorca,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Manacor,,39.5118633,3.2146519,Entire villa,Entire home/apt,2,1,1,1,$135.00,t,30,60,90,365,2024-12-15,13,7,0,2023-07-25,2024-09-14,4.77,4.54,4.62,4.77,4.62,4.23,4.15,t,83
857914290080390913,20241214212418,2024-12-15,city scrape,Villa Can Caragol de Sineu,423136884,Holidayfincas-Sineu S.L.,2021-09-15,,within an hour,90%,99%,f,48,65,"['email', 'phone']",t,t,,Sineu,,39.64621,3.01447,Entire villa,Entire home/apt,10,4,5,5,$384.00,t,25,55,85,337,2024-12-15,5,4,0,2023-08-06,2024-08-10,5,5,5,5,4.8,5,4.6,t,48
858355235452396926,20241214212418,2024-12-15,city scrape,Mallorquin Landhaus Style Apt,27102715,Claudio,2015-02-02,"Palma, Spain",within an hour,100%,100%,t,15,16,"['email', 'phone']",t,t,"Palma, Illes Balears, Spain",Palma de Mallorca,,39.56884,2.66034,Entire home,Entire home/apt,4,1,1,2,$105.00,t,20,45,75,255,2024-12-15,63,39,4,2023-05-19,2024-12-10,4.87,4.87,4.92,4.87,4.9,4.52,4.71,t,9
858418253820078053,20241214212418,2024-12-15,city scrape,Ses Voltes,16295517,Carlos,2014-06-02,"Palma, Spain",within an hour,100%,83%,t,26,39,"['phone', 'work_email']",t,t,,Palma de Mallorca,,39.52184,2.74004,Entire chalet,Entire home/apt,8,2.5,5,7,$295.00,t,0,0,0,20,2024-12-15,33,26,0,2023-05-12,2024-10-24,4.82,4.82,4.73,4.88,4.91,5,4.7,f,26
858442082805040204,20241214212418,2024-12-15,city scrape,Ferienhaus für 4 Gäste mit 350m² in Sóller (120696),238029336,Buchungsservice SECRA Bookings,2019-01-21,"Sierksdorf, Germany",within an hour,99%,79%,f,1217,1323,"['email', 'phone']",t,t,,Sóller,,39.77288,2.7175,Entire home,Entire home/apt,4,2.5,2,,$300.00,t,23,53,83,274,2024-12-15,0,0,0,,,,,,,,,,t,5
858452726809073264,20241214212418,2024-12-15,city scrape,Townhouse Horta den Menut  by SunVillas Mallorca,21160030,Josep,2014-09-10,"Pollença, Spain",within an hour,97%,100%,t,52,72,"['email', 'phone']",t,t,,Pollença,,39.8820085,3.0143045,Entire home,Entire home/apt,8,4,4,6,$208.00,t,0,0,0,0,2024-12-15,2,0,0,2023-07-11,2023-09-17,5,5,4,5,5,5,4.5,t,51
858453012235043484,20241214212418,2024-12-15,city scrape,"Villa with pool and air conditioning, ""Can Bril""",44976961,Balear,2015-09-24,"Palma, Spain",within a day,60%,41%,t,21,35,"['email', 'phone']",t,t,,Campos,,39.41273,3.03373,Entire villa,Entire home/apt,8,3,4,7,$174.00,t,25,55,85,153,2024-12-15,1,0,0,2023-09-09,2023-09-09,4,4,4,4,5,5,5,f,21
837569916041808605,20241214212418,2024-12-15,city scrape,Villa Sa Roma,14113470,Neil,2014-04-10,"Burton upon Trent, United Kingdom",within an hour,95%,100%,f,1532,2750,"['email', 'phone']",t,t,"Pollença, Balearic Islands, Spain",Pollença,,39.87287,3.03888,Entire villa,Entire home/apt,6,2,3,5,$210.00,t,0,0,0,82,2024-12-15,0,0,0,,,,,,,,,,t,121
837596969272514205,20241214212418,2024-12-15,city scrape,Casa Chata,392781482,Tanja,2021-03-16,"Balearic Islands, Spain",within an hour,100%,100%,t,2,4,"['email', 'phone']",t,t,,Llucmajor,,39.36303,2.85554,Entire home,Entire home/apt,5,3,3,3,$200.00,t,0,0,0,187,2024-12-15,11,7,0,2023-07-18,2024-10-05,4.73,4.64,4.55,4.91,4.91,4.64,4.55,f,2
858479161177235988,20241214212418,2024-12-15,city scrape,Penthouse Apt Colomer by Js Villas,95987411,Js Villas,2016-09-20,"Pollença, Spain",within an hour,100%,94%,f,72,210,"['email', 'phone']",t,t,,Pollença,,39.91181,3.08682,Entire rental unit,Entire home/apt,6,3,3,4,$182.00,t,17,17,17,105,2024-12-15,1,0,0,2023-07-05,2023-07-05,5,5,5,5,5,5,5,t,66
858511173955171601,20241214212418,2024-12-15,city scrape,Apt. Colomer Ground Floor Long term by Js Villas,95987411,Js Villas,2016-09-20,"Pollença, Spain",within an hour,100%,94%,f,72,210,"['email', 'phone']",t,t,,Pollença,,39.9128,3.08667,Entire rental unit,Entire home/apt,8,4,4,6,$336.00,t,17,17,17,17,2024-12-15,0,0,0,,,,,,,,,,t,66
858511798237525469,20241214212418,2024-12-15,city scrape,Js Villas Ap Colomer 5 Long term rental Pollensa,95987411,Js Villas,2016-09-20,"Pollença, Spain",within an hour,100%,94%,f,72,210,"['email', 'phone']",t,t,,Pollença,,39.91279,3.08749,Entire rental unit,Entire home/apt,8,3,4,8,$180.00,t,0,0,0,9,2024-12-15,0,0,0,,,,,,,,,,f,66
858529363564086456,20241214212418,2024-12-15,city scrape,Es Sementaret - Ideal Property Mallorca,65697804,Ideal Property Mallorca,2016-04-04,"Port d'Alcúdia, Spain",within an hour,100%,99%,f,236,488,['phone'],t,t,,Artà,,39.6743,3.30937,Entire villa,Entire home/apt,4,1,2,4,$186.00,t,0,0,14,205,2024-12-15,4,2,0,2023-05-13,2024-07-27,3.75,4.25,4,4,3.75,5,3.75,t,228
858601680138994657,20241214212418,2024-12-15,city scrape,Veleta,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Pollença,,39.8915249,3.0761733,Entire rental unit,Entire home/apt,4,1,2,4,$164.00,t,29,59,89,364,2024-12-15,3,3,0,2024-08-03,2024-10-10,4.67,4.67,4.67,4,4.33,5,5,t,83
858696132213759167,20241214212418,2024-12-15,city scrape,Apartamento en el corazón de Palma,129018108,Miguel,2017-05-05,,within an hour,100%,98%,f,1,1,"['email', 'phone']",t,t,"Palma, Illes Balears, Spain",Palma de Mallorca,,39.5687,2.65369,Entire rental unit,Entire home/apt,3,1,2,2,$141.00,t,19,45,75,126,2024-12-15,59,33,0,2023-04-28,2024-10-20,4.61,4.76,4.71,4.86,4.86,4.88,4.46,f,1
858705250213717663,20241214212418,2024-12-15,city scrape,Villa Hort de Can Rafalet,432584184,Holidu,2021-11-19,"Madrid, Spain",within an hour,100%,100%,f,482,973,"['email', 'phone']",t,t,,Ses Salines,,39.3327292,3.0476046,Entire villa,Entire home/apt,8,3,4,5,$246.00,t,27,57,87,362,2024-12-15,1,1,0,2024-10-04,2024-10-04,5,5,5,5,5,5,4,t,69
858896629740672059,20241214212418,2024-12-15,city scrape,Luxus Chalet Casas blancas (118279),238029336,Buchungsservice SECRA Bookings,2019-01-21,"Sierksdorf, Germany",within an hour,99%,79%,f,1217,1323,"['email', 'phone']",t,t,,Manacor,,39.52485,3.30983,Entire home,Entire home/apt,6,2.5,3,0,$170.00,t,15,45,75,305,2024-12-15,0,0,0,,,,,,,,,,t,5
837723486870048226,20241214212418,2024-12-15,city scrape,Schöne Ferienwohnung in Sa Coma,96408906,Larissa,2016-09-23,,N/A,N/A,N/A,f,1,2,"['email', 'phone']",t,f,"Sa Coma, Illes Balears, Spain",Sant Llorenç des Cardassar,,39.57976,3.36719,Entire rental unit,Entire home/apt,2,1,1,2,$80.00,t,30,60,90,365,2024-12-15,0,0,0,,,,,,,,,,f,1
862874520564342020,20241214212418,2024-12-15,city scrape,Casita Marinera Sant Elm,165386213,Timea Irisz,2018-01-02,"Peguera, Spain",within an hour,100%,100%,f,18,39,"['email', 'phone']",t,t,"Sant Elm, Illes Balears, Spain",Andratx,,39.58418,2.34831,Entire home,Entire home/apt,6,2,3,4,$225.00,t,23,53,69,69,2024-12-15,14,8,0,2023-05-07,2024-10-24,4.79,4.86,4.71,5,5,5,4.71,t,18
862900825757945909,20241214212418,2024-12-15,city scrape,Cases De Son Roig,80839530,Homerti,2016-06-30,,within an hour,99%,95%,f,1100,2680,"['email', 'phone', 'work_email']",t,t,,Sant Joan,,39.60706,3.03274,Entire villa,Entire home/apt,6,2,4,6,$489.00,t,0,0,0,148,2024-12-15,0,0,0,,,,,,,,,,t,803
862906718551231887,20241214212418,2024-12-15,previous scrape,Villa with pool near the sea in Sa Rápita,459561832,Enrique,2022-05-17,"Balearic Islands, Spain",a few days or more,0%,79%,f,1,5,"['email', 'phone']",t,t,"Sa Ràpita, Illes Balears, Spain",Campos,,39.36428,2.95038,Entire home,Entire home/apt,8,,4,,,t,0,0,0,0,2024-12-15,4,2,0,2023-09-16,2024-08-30,4.25,4.25,3.75,4.75,4.75,4.75,3.5,f,1
862972519278926869,20241214212418,2024-12-15,city scrape,Can Mascaro,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Manacor,,39.55001808,3.294716229,Entire home,Entire home/apt,5,3,3,6,$258.00,t,29,59,89,364,2024-12-15,1,0,0,2023-06-05,2023-06-05,5,5,5,5,5,5,5,t,83
862973357916997834,20241214212418,2024-12-15,city scrape,Caleu,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Binissalem,,39.66808011,2.849759796,Entire home,Entire home/apt,10,4,5,7,$357.00,t,29,59,89,364,2024-12-15,1,0,0,2023-07-03,2023-07-03,4,5,5,5,5,4,4,t,83
863522268165574229,20241214212418,2024-12-15,previous scrape,Habitación Triple Ca'n Matgi,26848595,Antonio,2015-01-28,,N/A,N/A,100%,t,4,4,"['email', 'phone']",t,t,,Marratxí,,39.642398,2.753925,Private room in cottage,Private room,3,,,,,t,0,0,0,0,2024-12-15,1,0,0,2023-06-05,2023-06-05,5,5,5,5,5,5,5,t,4
863568633483027934,20241214212418,2024-12-15,city scrape,Apartamento Oratge 3,24926928,Dickinson,2014-12-17,"Port de Pollença, Spain",within an hour,100%,98%,f,61,186,"['email', 'phone']",t,t,,Pollença,,39.89087,3.07696,Entire rental unit,Entire home/apt,3,1,2,2,$132.00,t,23,53,83,318,2024-12-15,13,8,0,2023-07-21,2024-11-02,4.38,4.69,4.23,4.92,4.77,4.85,4.15,t,54
863685666381427646,20241214212418,2024-12-15,city scrape,El Vilar,16295517,Carlos,2014-06-02,"Palma, Spain",within an hour,100%,83%,t,26,39,"['phone', 'work_email']",t,t,,Pollença,,39.89733,3.05828,Entire villa,Entire home/apt,8,4,4,7,$276.00,t,30,60,90,276,2024-12-15,18,10,0,2023-05-31,2024-10-10,4.89,4.94,5,4.89,4.89,4.83,4.72,t,26
838014209482781888,20241214212418,2024-12-15,city scrape,Casa Bougainville,392781482,Tanja,2021-03-16,"Balearic Islands, Spain",within an hour,100%,100%,t,2,4,"['email', 'phone']",t,t,,Campos,,39.37129,2.94056,Entire home,Entire home/apt,7,3,4,4,$202.00,t,21,51,81,216,2024-12-15,24,19,0,2023-04-12,2024-10-25,4.96,5,4.75,4.96,4.88,4.5,4.63,t,2
838149046366945820,20241214212418,2024-12-15,previous scrape,beautiful apartment with garden and pool,390471366,Ronny,2021-02-28,Spain,within a few hours,100%,96%,t,8,9,['phone'],t,t,"Porto Cristo Novo, Illes Balears, Spain",Manacor,,39.52673514,3.319258753,Entire rental unit,Entire home/apt,2,,2,,,t,0,0,0,0,2024-12-15,9,6,0,2023-05-25,2024-10-03,5,5,5,5,5,4.89,4.89,f,8
838175602442456957,20241214212418,2024-12-15,city scrape,Casa Maria Mallorca,503498516,Guillermo Aquiles Y Musa,2023-03-02,"Es Llombards, Spain",N/A,N/A,100%,f,1,1,"['email', 'phone']",t,t,,Santanyí,,39.34145308,3.09782099,Casa particular,Entire home/apt,4,3,2,3,$200.00,t,0,0,0,105,2024-12-15,6,4,0,2023-07-26,2024-08-20,4.67,4.83,5,4.83,5,4.67,4.17,t,1
838194790740471209,20241214212418,2024-12-15,city scrape,"""NEW"" Villa Leandro - Cala San Vicente, Mallorca",97222654,Best Holiday Homes Limited,2016-09-29,,within a day,75%,80%,f,491,1067,"['email', 'phone']",t,t,"Illes Balears, Spain",Pollença,,39.90436,3.03166,Entire villa,Entire home/apt,6,2,3,5,$186.00,t,0,0,0,103,2024-12-15,0,0,0,,,,,,,,,,f,239
859067694177043646,20241214212418,2024-12-15,city scrape,Villa Copinya Blanca,432584184,Holidu,2021-11-19,"Madrid, Spain",within an hour,100%,100%,f,482,973,"['email', 'phone']",t,t,,Santanyí,,39.33060369,3.153606976,Entire villa,Entire home/apt,8,3,4,5,$348.00,t,27,57,87,362,2024-12-15,4,4,0,2024-06-30,2024-09-08,5,5,5,5,5,5,5,t,69
859163036528834716,20241214212418,2024-12-15,city scrape,Cas Juniors,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Santa Margalida,,39.7026165,3.1032919,Entire home,Entire home/apt,6,2,3,4,$150.00,t,29,59,89,364,2024-12-15,0,0,0,,,,,,,,,,t,83
859183948276106247,20241214212418,2024-12-15,city scrape,Villa Marys,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Campos,,39.368263,2.9414184,Entire home,Entire home/apt,8,2,4,6,$108.00,t,27,57,87,362,2024-12-15,4,3,0,2023-05-01,2024-06-28,4.75,4.75,4.5,4.75,4.75,4.5,4.75,t,83
859242263245669239,20241214212418,2024-12-15,city scrape,Apto con Terraza 101,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Son Servera,,39.6039672,3.3790854,Entire home,Entire home/apt,2,1,1,2,$29.00,t,10,25,46,254,2024-12-15,50,34,0,2023-04-21,2024-10-13,4.12,4.42,4.22,4.5,4.22,4.56,4.14,t,83
859243490982101582,20241214212418,2024-12-15,city scrape,Apto con Terraza 202,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Son Servera,,39.6039672,3.3790854,Entire home,Entire home/apt,2,1,1,3,$29.00,t,16,39,67,303,2024-12-15,38,27,3,2023-06-04,2024-11-30,4.34,4.47,4.34,4.61,4.32,4.66,4.39,t,83
859244366652442761,20241214212418,2024-12-15,city scrape,Apto con Terraza 303,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Son Servera,,39.6039672,3.3790854,Entire home,Entire home/apt,2,1,1,2,$29.00,t,11,20,22,222,2024-12-15,39,35,1,2023-07-25,2024-11-29,4.28,4.51,4.26,4.46,4.18,4.38,4.49,t,83
859245064896665390,20241214212418,2024-12-15,city scrape,Apto con Terraza 402,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Son Servera,,39.6039672,3.3790854,Entire home,Entire home/apt,2,1,1,3,$29.00,t,18,38,61,319,2024-12-15,29,17,1,2023-05-28,2024-12-05,4,4.34,4.07,4.48,3.93,4.28,4,t,83
859277690202257397,20241214212418,2024-12-15,city scrape,Can Bellmunt,482664742,Holidu,2022-10-07,"Munich, Germany",within an hour,100%,100%,f,480,981,"['email', 'phone']",t,t,,Palma de Mallorca,,39.53018917,2.791797482,Entire villa,Entire home/apt,6,4,4,7,$920.00,t,29,59,89,364,2024-12-15,6,3,0,2023-08-07,2024-09-22,4.5,4.67,4.83,4.5,4.67,4.17,4.33,t,83
838233912010181806,20241214212418,2024-12-15,city scrape,"""NEW"" Villa Marisol - Pollensa, Mallorca",97222654,Best Holiday Homes Limited,2016-09-29,,within a day,75%,80%,f,491,1067,"['email', 'phone']",t,t,"Pollença, Illes Balears, Spain",Pollença,,39.86132,3.01072,Entire villa,Entire home/apt,4,2,2,3,$202.00,t,0,0,0,172,2024-12-15,0,0,0,,,,,,,,,,f,239
838299938775362831,20241214212418,2024-12-15,city scrape,Villa Pascual,59918556,Roble Residences,2016-02-22,Spain,within an hour,100%,88%,f,4,7,"['email', 'phone']",t,t,,Pollença,,39.89909,3.07784,Entire home,Entire home/apt,8,2,4,6,$181.00,t,29,59,89,357,2024-12-15,12,7,0,2023-04-13,2024-09-04,4.08,4.5,3.67,4.75,4.58,4.83,4.17,f,4
864138427407819783,20241214212418,2024-12-15,city scrape,Margaritas,469211146,Holidu,2022-07-13,"Madrid, Spain",within an hour,100%,99%,f,542,1096,"['email', 'phone']",t,t,,Santa Margalida,,39.7032743,3.1038173,Entire home,Entire home/apt,4,1,2,3,$129.00,t,29,59,89,364,2024-12-15,1,0,0,2023-07-28,2023-07-28,5,4,5,5,5,4,5,t,57
864181323124450689,20241214212418,2024-12-15,city scrape,Noguera,86048157,Nord Villas,2016-07-26,"Pollença, Spain",within an hour,96%,100%,t,84,213,"['email', 'phone']",t,t,,Pollença,,39.85809,3.02939,Entire villa,Entire home/apt,6,3,3,5,$146.00,t,0,0,0,160,2024-12-15,10,7,0,2023-06-08,2024-10-26,4.9,4.9,4.8,5,4.9,4.4,4.8,t,81
864212266857547381,20241214212418,2024-12-15,city scrape,Sa Marina Portocristo by Interhome,107259109,Miguel - Interhome,2016-12-14,Spain,within an hour,100%,99%,f,57,114,"['email', 'phone']",t,t,,Manacor,,39.55404,3.309844,Entire home,Entire home/apt,8,3,5,8,$294.00,t,0,0,2,184,2024-12-15,4,3,0,2023-07-29,2024-09-04,4.5,4.5,3.75,5,5,4,4.75,t,57
864344972829618175,20241214212418,2024-12-15,city scrape,Modern villa in exclusive area,45500462,Den,2015-10-01,"Frankfurt, Germany",within an hour,100%,63%,t,12,27,"['email', 'phone']",t,t,,Calvià,,39.50402,2.47087,Entire home,Entire home/apt,8,4,4,4,"$1,300.00",t,29,59,89,364,2024-12-15,0,0,0,,,,,,,,,,f,11
864512108487772367,20241214212418,2024-12-15,city scrape,Villa en Portocolom vistas mar,47023017,Eva,2015-10-20,"Palma, Spain",within a few hours,100%,94%,t,1,1,"['email', 'phone']",t,t,"Portocolom, Islas Baleares, Spain",Felanitx,,39.41832368,3.2590198,Entire home,Entire home/apt,6,3.5,3,5,$240.00,t,0,15,19,39,2024-12-15,59,39,0,2023-05-22,2024-11-02,4.95,4.97,4.95,4.97,4.97,4.86,4.86,f,1
864941903540363669,20241214212418,2024-12-15,city scrape,Magical sea views,2992048,Claire,2012-07-19,"Ballsbridge, Ireland",within an hour,100%,97%,t,1,1,"['email', 'phone']",t,t,,Palma de Mallorca,,39.56546,2.65962,Private room in rental unit,Private room,1,1,1,1,$139.00,t,29,59,89,89,2024-12-15,30,17,0,2023-05-10,2024-07-01,4.93,5,4.93,4.97,4.93,4.97,4.73,f,1
864967088388108673,20241214212418,2024-12-15,city scrape,Un oasis de tranquilidad,509089112,Palmira,2023-04-08,,within an hour,100%,100%,f,1,1,"['email', 'phone']",t,t,,Calvià,,39.54220761,2.461315087,Entire home,Entire home/apt,6,3,3,5,$377.00,t,28,58,88,178,2024-12-15,2,1,0,2023-08-14,2024-10-02,4.5,5,4,5,5,4,5,t,1
